legislador,clave,legislador_id,camara,distrito,bloque,bloque_norm,desde,hasta,bloque_linaje,fuente,nota
"LAMBERTO, Oscar Santiago",LAMBERTO OSCAR SANTIAGO,leg:d87a58e93c3d,diputados,Santa Fe,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LANDAU, Jorge Alberto",ALBERTO JORGE LANDAU,leg:2969cdabe203,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"LARREGUY, Carlos Alberto",ALBERTO CARLOS LARREGUY,leg:d7e3b88dcfba,diputados,Rio Negro,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LEMME, María Alicia",ALICIA LEMME MARIA,leg:716bc199c15e,diputados,San Luis,Frente del Movimiento Popular,FRENTE DEL MOVIMIENTO POPULAR,2005-07-10,2005-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LEONELLI, María Silvina",LEONELLI MARIA SILVINA,leg:e5b92735e6fe,diputados,Córdoba,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LEYBA de MARTI, Beatriz",BEATRIZ LEYBA MARTI,leg:69aee46d8495,diputados,Córdoba,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LIX KLETT, Roberto Ignacio",IGNACIO KLETT LIX ROBERTO,leg:01d3537d1cc1,diputados,Tucumán,Fuerza Republicana,FUERZA REPUBLICANA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LLAMBI, Susana Beatriz",BEATRIZ LLAMBI SUSANA,leg:32079742764a,diputados,Neuquén,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LLANO, Gabriel Joaquín",GABRIEL JOAQUIN LLANO,leg:161df1ceeabf,diputados,Mendoza,Demócrata de Mendoza,DEMOCRATA DE MENDOZA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LOPEZ, Juan Carlos",CARLOS JUAN LOPEZ,leg:ddd43b74ac05,diputados,Buenos Aires,Encuentro Popular,ENCUENTRO POPULAR,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LOVAGLIO SARAVIA, Antonio",ANTONIO LOVAGLIO SARAVIA,leg:74c70d28f433,diputados,Salta,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LOZANO, Claudio Raúl",CLAUDIO LOZANO RAUL,leg:db327a2328c1,diputados,Cdad.Aut.Bs.As.,Emancipación y Justicia,EMANCIPACION Y JUSTICIA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LOZANO, Encarnación",ENCARNACION LOZANO,leg:2a87f78031d2,diputados,Neuquén,Movimiento Popular Neuquino,MOVIMIENTO POPULAR NEUQUINO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"LUGO de GONZALES CABAÑAS, Cecilia",CABANAS CECILIA GONZALES LUGO,leg:37f63c78db2c,diputados,Corrientes,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MACALUSE, Eduardo Gabriel",EDUARDO GABRIEL MACALUSE,leg:f0d54fe55ab6,diputados,Buenos Aires,A.R.I,A.R.I,2005-07-10,2005-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MACCHI, Carlos Guillermo",CARLOS GUILLERMO MACCHI,leg:dd7d4b639f12,diputados,Corrientes,Partido Nuevo,PARTIDO NUEVO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MAFFEI, Marta Olinda",MAFFEI MARTA OLINDA,leg:9c7b7496ce7e,diputados,Buenos Aires,A.R.I,A.R.I,2005-07-10,2005-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MALDONADO, Aída Francisca",AIDA FRANCISCA MALDONADO,leg:87cbe271d26e,diputados,Catamarca,Frente Cívico Social,FRENTE CIVICO SOCIAL,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MANSUR, Nélida Mabel",MABEL MANSUR NELIDA,leg:d695b3e90c1c,diputados,Buenos Aires,Unidad Federalista,UNIDAD FEDERALISTA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MARCONATO, Gustavo Angel",ANGEL GUSTAVO MARCONATO,leg:2573522c8b65,diputados,Santa Fe,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MARINO, Juliana Isabel",ISABEL JULIANA MARINO,leg:bcd98bed2e62,diputados,Cdad.Aut.Bs.As.,Encuentro,ENCUENTRO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MARTINEZ, Alfredo",ALFREDO MARTINEZ,leg:3ef764ddfc46,diputados,Santa Cruz,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MARTINEZ, Carlos Alberto",ALBERTO CARLOS MARTINEZ,leg:7ec91ceca179,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MARTINEZ, Silvia Virginia",MARTINEZ SILVIA VIRGINIA,leg:3c19b9476d25,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MARTINI, Hugo",HUGO MARTINI,leg:ed0a431c6917,diputados,Cdad.Aut.Bs.As.,Recrear,RECREAR,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MEDIZA, Heriberto Eloy",ELOY HERIBERTO MEDIZA,leg:c2ac5948b853,diputados,La Pampa,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MENDEZ de FERREYRA, Araceli Estela",ARACELI ESTELA FERREYRA MENDEZ,leg:0dc58de59adc,diputados,Corrientes,Convergencia,CONVERGENCIA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MENEM, Eduardo Adrián",ADRIAN EDUARDO MENEM,leg:9d2aabfe25d4,diputados,La Rioja,Peronismo Popular,PERONISMO POPULAR,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MERINO, Raul Guillermo",GUILLERMO MERINO RAUL,leg:104d8745d3f5,diputados,Córdoba,Partido Nuevo Contra la Corrupción,PARTIDO NUEVO CONTRA LA CORRUPCION,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MINGUEZ, Juan Jesús",JESUS JUAN MINGUEZ,leg:f5be5d488b30,diputados,San Juan,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MIRABILE, José Arnaldo",ARNALDO JOSE MIRABILE,leg:9deb5a8c62a6,diputados,San Luis,Frente del Movimiento Popular,FRENTE DEL MOVIMIENTO POPULAR,2005-07-10,2005-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MOLINARI ROMERO, Luis",LUIS MOLINARI ROMERO,leg:a282026b3a54,diputados,Córdoba,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MONAYAR, Ana María Cármen",ANA CARMEN MARIA MONAYAR,leg:3b3ba623a993,diputados,Córdoba,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MONGELO, José Ricardo",JOSE MONGELO RICARDO,leg:cbcb83fef0e8,diputados,Chaco,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MONTEAGUDO, María Lucrecia",LUCRECIA MARIA MONTEAGUDO,leg:f6340e3ebeb9,diputados,Buenos Aires,Partido Intransigente,PARTIDO INTRANSIGENTE,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MONTENEGRO, Olinda",MONTENEGRO OLINDA,leg:a122eafcb12d,diputados,Chaco,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MONTI, Lucrecia Etelvina",ETELVINA LUCRECIA MONTI,leg:b8cf9e27e820,diputados,Cdad.Aut.Bs.As.,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"MONTOYA, Fernando Ramón",FERNANDO MONTOYA RAMON,leg:a2a556a5a868,diputados,Córdoba,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MONTOYA, Jorge Luciano",JORGE LUCIANO MONTOYA,leg:a816e84ee65e,diputados,Córdoba,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"MORALES, Nélida Beatriz",BEATRIZ MORALES NELIDA,leg:3f2763d4ee6a,diputados,Buenos Aires,Frente del Movimiento Popular,FRENTE DEL MOVIMIENTO POPULAR,2005-07-10,2005-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"NARDUCCI, Alicia Isabel",ALICIA ISABEL NARDUCCI,leg:f5408eaa4296,diputados,Córdoba,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"NATALE, Alberto Adolfo",ADOLFO ALBERTO NATALE,leg:d21e1cbd7bd5,diputados,Santa Fe,Demócrata Progresista,DEMOCRATA PROGRESISTA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"NEMIROVSCI, Osvaldo Mario",MARIO NEMIROVSCI OSVALDO,leg:8346fc5694ee,diputados,Rio Negro,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"NERI, Aldo",ALDO NERI,leg:096a35127ae6,diputados,Cdad.Aut.Bs.As.,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"NIEVA, Alejandro Mario",ALEJANDRO MARIO NIEVA,leg:a0c566cb28a5,diputados,Jujuy,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"OLMOS, Graciela Hortencia",GRACIELA HORTENCIA OLMOS,leg:c1d3656a5483,diputados,Santiago del Estero,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"OSORIO, Marta Lucía",LUCIA MARTA OSORIO,leg:fc45374c281a,diputados,La Pampa,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"OSUNA, Blanca Inés",BLANCA INES OSUNA,leg:3afb32f0526a,diputados,Entre Ríos,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"OVIEDO, Alejandra Beatriz",ALEJANDRA BEATRIZ OVIEDO,leg:0c21200b5452,diputados,La Rioja,Peronismo Popular,PERONISMO POPULAR,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PALOMO, Nelida Manuela",MANUELA NELIDA PALOMO,leg:7ce252806d16,diputados,Santiago del Estero,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PANZONI, Patricia Ester",ESTER PANZONI PATRICIA,leg:9c638f88e844,diputados,Buenos Aires,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PEREZ MARTINEZ, Claudio Héctor",CLAUDIO HECTOR MARTINEZ PEREZ,leg:c272e687397f,diputados,La Pampa,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PEREZ SUAREZ, Inés",INES PEREZ SUAREZ,leg:a5e0c0d5753b,diputados,Cdad.Aut.Bs.As.,Eva Perón,EVA PERON,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PEREZ, Alberto Cesar",ALBERTO CESAR PEREZ,leg:f6d3cfe408b4,diputados,Neuquén,Movimiento Popular Neuquino,MOVIMIENTO POPULAR NEUQUINO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PEREZ, José Adrián",ADRIAN JOSE PEREZ,leg:533cbe8a0a12,diputados,Buenos Aires,A.R.I,A.R.I,2005-07-10,2005-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PEREZ, Mirta",MIRTA PEREZ,leg:c219d320b3d5,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"PERIE, Hugo Rubén",HUGO PERIE RUBEN,leg:25c0c14234cd,diputados,Corrientes,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PERNASETTI, Horacio Francisco",FRANCISCO HORACIO PERNASETTI,leg:9b31dcb3fb06,diputados,Catamarca,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PESO, Stella Marys",MARYS PESO STELLA,leg:603f92f1fd37,diputados,Misiones,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PICCININI, Alberto José",ALBERTO JOSE PICCININI,leg:f1a5a97457d9,diputados,Santa Fe,A.R.I,A.R.I,2005-07-10,2005-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PILATI, Norma Raquel",NORMA PILATI RAQUEL,leg:98c8447f1199,diputados,Mendoza,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PINEDO, Federico",FEDERICO PINEDO,leg:f932f9618646,diputados,Cdad.Aut.Bs.As.,Compromiso para el Cambio,COMPROMISO PARA EL CAMBIO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PINTO BRUCHMANN, Juan Domingo",BRUCHMANN DOMINGO JUAN PINTO,leg:9c51b0b9e12c,diputados,Santiago del Estero,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"POGGI, Claudio Javier",CLAUDIO JAVIER POGGI,leg:b9a8b53e22b2,diputados,San Luis,Frente del Movimiento Popular,FRENTE DEL MOVIMIENTO POPULAR,2005-07-10,2005-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"POLINO, Hector Teodoro",HECTOR POLINO TEODORO,leg:5d0400fef0bb,diputados,Cdad.Aut.Bs.As.,Partido Socialista,PARTIDO SOCIALISTA,2005-07-10,2005-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PRUYAS, Tomás Rubén",PRUYAS RUBEN TOMAS,leg:ef698c5ab707,diputados,Corrientes,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"PUIG de STUBRIN, Lilia",LILIA PUIG STUBRIN,leg:4835f05e5a60,diputados,Santa Fe,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"RAPETTI, Ricardo Francisco",FRANCISCO RAPETTI RICARDO,leg:db24bb611a91,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"RATTIN, Antonio Ubaldo",ANTONIO RATTIN UBALDO,leg:21941ccf9d35,diputados,Buenos Aires,Unidad Federalista,UNIDAD FEDERALISTA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"RICHTER, Ana",ANA RICHTER,leg:c489b8c6d08c,diputados,Córdoba,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"RICO, María del Carmen Cecilia",CARMEN CECILIA MARIA RICO,leg:36e047ac915e,diputados,Buenos Aires,Frente Popular Bonaerense,FRENTE POPULAR BONAERENSE,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"RIOS, María Fabiana",FABIANA MARIA RIOS,leg:53927670442b,diputados,Tierra del Fuego,A.R.I,A.R.I,2005-07-10,2005-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"RITONDO, Cristian",CRISTIAN RITONDO,leg:783bd10f67b0,diputados,Cdad.Aut.Bs.As.,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"RIVAS, Jorge",JORGE RIVAS,leg:1b248b742d88,diputados,Buenos Aires,Partido Socialista,PARTIDO SOCIALISTA,2005-07-10,2005-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
